28.13	5.784e-13	5.759e-15	1.826e-14	3.948e-14	5.149e-13
28.24	7.020e-13	5.039e-15	1.791e-14	4.002e-14	6.390e-13
28.36	5.756e-13	7.534e-15	1.732e-14	2.922e-14	5.215e-13
28.47	7.202e-13	7.448e-15	1.984e-14	3.627e-14	6.566e-13
28.58	5.898e-13	4.745e-15	1.780e-14	3.512e-14	5.321e-13
28.69	5.153e-13	7.272e-15	1.694e-14	3.301e-14	4.581e-13
28.81	7.121e-13	4.389e-15	2.340e-14	2.736e-14	6.569e-13
28.92	6.652e-13	5.775e-15	2.305e-14	3.328e-14	6.031e-13
29.03	5.846e-13	4.694e-15	1.683e-14	2.504e-14	5.381e-13
29.14	8.407e-13	7.623e-15	1.452e-14	8.108e-14	7.375e-13
29.26	6.417e-13	4.344e-15	2.236e-14	1.079e-13	5.070e-13
29.37	7.276e-13	5.184e-15	1.031e-14	2.761e-14	6.845e-13
29.48	5.722e-13	4.612e-15	1.207e-14	2.266e-14	5.328e-13
29.59	4.869e-13	3.362e-15	1.010e-14	3.036e-14	4.431e-13
29.71	6.268e-13	4.718e-15	1.161e-14	5.809e-14	5.524e-13
29.82	5.140e-13	3.028e-15	1.137e-14	2.912e-14	4.705e-13
29.93	3.970e-11	1.040e-11	1.068e-11	7.360e-12	6.208e-12
30.05	9.010e-11	6.000e-12	1.641e-11	2.187e-11	4.582e-11
30.16	8.230e-11	2.341e-12	8.921e-12	1.511e-11	5.593e-11
30.27	7.040e-11	1.528e-12	5.128e-12	1.097e-11	5.277e-11
30.38	6.260e-11	9.036e-13	3.609e-12	8.426e-12	4.966e-11
30.50	5.479e-11	7.098e-13	3.221e-12	6.641e-12	4.421e-11
30.61	4.780e-11	3.454e-13	2.484e-12	5.272e-12	3.970e-11
30.72	4.191e-11	2.808e-13	1.850e-12	3.985e-12	3.579e-11
30.83	3.675e-11	3.412e-13	1.338e-12	3.280e-12	3.180e-11
30.95	3.235e-11	2.192e-13	1.242e-12	2.632e-12	2.826e-11
31.06	2.999e-11	1.766e-13	1.149e-12	2.498e-12	2.616e-11
31.17	2.626e-11	1.773e-13	7.669e-13	2.010e-12	2.330e-11
31.28	2.425e-11	1.531e-13	7.923e-13	1.745e-12	2.156e-11
31.40	2.211e-11	1.267e-13	6.045e-13	1.790e-12	1.959e-11
31.51	2.066e-11	1.203e-13	5.313e-13	1.468e-12	1.854e-11
31.62	1.754e-11	5.493e-14	4.300e-13	1.201e-12	1.585e-11
31.73	1.666e-11	6.426e-14	4.261e-13	1.208e-12	1.496e-11
31.85	1.565e-11	6.818e-14	3.359e-13	1.151e-12	1.410e-11
31.96	1.411e-11	6.512e-14	2.358e-13	8.032e-13	1.300e-11
32.07	1.345e-11	7.440e-14	2.779e-13	8.402e-13	1.226e-11
32.18	1.194e-11	4.528e-14	1.926e-13	5.776e-13	1.113e-11
32.30	1.144e-11	4.338e-14	1.901e-13	6.224e-13	1.059e-11
32.41	1.046e-11	4.115e-14	2.143e-13	6.668e-13	9.535e-12
32.52	9.939e-12	2.534e-14	1.672e-13	6.356e-13	9.111e-12
32.63	9.396e-12	2.867e-14	2.441e-13	4.685e-13	8.655e-12
32.75	8.639e-12	2.162e-14	1.112e-13	4.083e-13	8.098e-12
32.86	7.874e-12	2.895e-14	1.274e-13	3.446e-13	7.373e-12
32.97	7.454e-12	1.893e-14	1.240e-13	3.005e-13	7.011e-12
33.08	7.027e-12	1.793e-14	2.058e-13	3.527e-13	6.450e-12
33.20	6.679e-12	1.770e-14	8.360e-14	2.877e-13	6.290e-12
33.31	6.272e-12	1.599e-14	9.427e-14	2.587e-13	5.903e-12
33.42	5.892e-12	1.925e-14	7.729e-14	2.424e-13	5.553e-12
33.53	5.534e-12	1.331e-14	6.737e-14	2.300e-13	5.223e-12
